Country,Product Name,Order Date (YEAR),Total Sales IFNULL (AGG)
Canada,1940 Ford Pickup Truck,2003,3927
Canada,1940 Ford Delivery Sedan,2003,0
Canada,1939 Cadillac Limousine,2003,961.38
Canada,1936 Chrysler Airflow,2003,3149.52
Canada,1934 Ford V8 Coupe,2003,1451.52
Canada,1930 Buick Marquette Phaeton,2003,0
Canada,1928 Ford Phaeton Deluxe,2003,0
Canada,1928 British Royal Navy Airplane,2003,0
Canada,1926 Ford Fire Engine,2003,0
Canada,1917 Maxwell Touring Car,2003,2777.88
Canada,1913 Ford Model T Speedster,2003,3635.99
Canada,1912 Ford Model T Delivery Wagon,2003,0
Canada,1904 Buick Runabout,2003,0
Canada,1900s Vintage Tri-Plane,2003,0
Canada,18th Century Vintage Horse Carriage,2003,3078.9
Canada,18th century schooner,2003,0
Denmark,The USS Constitution Ship,2005,0
Denmark,The Titanic,2005,0
Denmark,The Schooner Bluenose,2005,0
Denmark,The Queen Mary,2005,0
Denmark,The Mayflower,2005,0
Denmark,Pont Yacht,2005,0
Denmark,P-51-D Mustang,2005,0
Denmark,Diamond T620 Semi-Skirted Tanker,2005,0
Denmark,Collectable Wooden Train,2005,0
Denmark,2002 Chevy Corvette,2005,0
Denmark,2001 Ferrari Enzo,2005,0
Denmark,1999 Yamaha Speed Boat,2005,0
Denmark,1999 Indy 500 Monte Carlo SS,2005,0
Denmark,1998 Chrysler Plymouth Prowler,2005,0
Denmark,1995 Honda Civic,2005,0
Denmark,1993 Mazda RX-7,2005,0
Denmark,1992 Porsche Cayenne Turbo Silver,2005,0
Denmark,1980s Black Hawk Helicopter,2005,0
Denmark,1976 Ford Gran Torino,2005,0
Denmark,1972 Alfa Romeo GTA,2005,0
Denmark,1971 Alpine Renault 1600s,2005,0
Denmark,1970 Triumph Spitfire,2005,0
Denmark,1970 Plymouth Hemi Cuda,2005,0
Denmark,1970 Dodge Coronet,2005,0
Denmark,1970 Chevy Chevelle SS 454,2005,0
Denmark,1969 Ford Falcon,2005,0
Denmark,1969 Dodge Super Bee,2005,0
Denmark,1969 Corvair Monza,2005,0
Denmark,1969 Chevrolet Camaro Z28,2005,0
Denmark,1968 Ford Mustang,2005,0
Denmark,1968 Dodge Charger,2005,0
Denmark,1966 Shelby Cobra 427 S/C,2005,0
Denmark,1965 Aston Martin DB5,2005,0
Denmark,1962 City of Detroit Streetcar,2005,0
Denmark,1961 Chevrolet Impala,2005,0
Denmark,1958 Chevy Corvette Limited Edition,2005,0
Denmark,1957 Ford Thunderbird,2005,0
Denmark,1957 Corvette Convertible,2005,0
Denmark,1957 Chevy Pickup,2005,0
Denmark,1952 Citroen-15CV,2005,0
Denmark,1950's Chicago Surface Lines Streetcar,2005,0
Denmark,1949 Jaguar XK 120,2005,0
Denmark,1948 Porsche Type 356 Roadster,2005,0
Denmark,1940 Ford Delivery Sedan,2005,0
Denmark,1937 Lincoln Berline,2005,0
Denmark,1936 Mercedes-Benz 500K Special Roadster,2005,0
Denmark,1912 Ford Model T Delivery Wagon,2005,0
Denmark,1904 Buick Runabout,2005,0
Denmark,1903 Ford Model A,2005,0
Denmark,18th century schooner,2005,0
Denmark,The USS Constitution Ship,2004,1366.05
Denmark,The Titanic,2004,3661.02
Denmark,The Schooner Bluenose,2004,0
Denmark,The Queen Mary,2004,3086.54
Denmark,The Mayflower,2004,3506.05
Denmark,Pont Yacht,2004,1777.85
Denmark,P-51-D Mustang,2004,3345.3
Denmark,Diamond T620 Semi-Skirted Tanker,2004,3241
Denmark,Collectable Wooden Train,2004,1948.33
Denmark,2002 Chevy Corvette,2004,0
Denmark,2001 Ferrari Enzo,2004,6711.94
Denmark,1999 Yamaha Speed Boat,2004,1871
Denmark,1999 Indy 500 Monte Carlo SS,2004,0
Denmark,1998 Chrysler Plymouth Prowler,2004,5707.8
Denmark,1995 Honda Civic,2004,0
Denmark,1993 Mazda RX-7,2004,0
Denmark,1992 Porsche Cayenne Turbo Silver,2004,4224.84
Denmark,1980s Black Hawk Helicopter,2004,3863.5
Denmark,1976 Ford Gran Torino,2004,7058.45
Denmark,1972 Alfa Romeo GTA,2004,0
Denmark,1971 Alpine Renault 1600s,2004,2532.36
Denmark,1970 Triumph Spitfire,2004,3748.54
Denmark,1970 Plymouth Hemi Cuda,2004,1468.4
Denmark,1970 Dodge Coronet,2004,2263.36
Denmark,1970 Chevy Chevelle SS 454,2004,0
Denmark,1969 Ford Falcon,2004,6104.16
Denmark,1969 Dodge Super Bee,2004,2802.35
Denmark,1969 Corvair Monza,2004,5768.4
Denmark,1969 Chevrolet Camaro Z28,2004,0
Denmark,1968 Ford Mustang,2004,4521.72
Denmark,1968 Dodge Charger,2004,3031.08
Denmark,1966 Shelby Cobra 427 S/C,2004,0
Denmark,1965 Aston Martin DB5,2004,0
Denmark,1962 City of Detroit Streetcar,2004,1914.44
Denmark,1961 Chevrolet Impala,2004,1494.02
Denmark,1958 Chevy Corvette Limited Edition,2004,1240.98
Denmark,1957 Ford Thunderbird,2004,0
Denmark,1957 Corvette Convertible,2004,5303.32
Denmark,1957 Chevy Pickup,2004,4319.55
Denmark,1952 Citroen-15CV,2004,0
Denmark,1950's Chicago Surface Lines Streetcar,2004,2044.35
Denmark,1949 Jaguar XK 120,2004,0
Denmark,1948 Porsche Type 356 Roadster,2004,0
Denmark,1940 Ford Delivery Sedan,2004,0
Denmark,1937 Lincoln Berline,2004,3178.66
Denmark,1936 Mercedes-Benz 500K Special Roadster,2004,1532.07
Denmark,1912 Ford Model T Delivery Wagon,2004,0
Denmark,1904 Buick Runabout,2004,0
Denmark,1903 Ford Model A,2004,2595.2
Denmark,18th century schooner,2004,0
Denmark,The USS Constitution Ship,2003,1882.32
Denmark,The Titanic,2003,3594.24
Denmark,The Schooner Bluenose,2003,2214
Denmark,The Queen Mary,2003,2184.82
Denmark,The Mayflower,2003,2511.69
Denmark,Pont Yacht,2003,1119.25
Denmark,P-51-D Mustang,2003,0
Denmark,Diamond T620 Semi-Skirted Tanker,2003,0
Denmark,Collectable Wooden Train,2003,3333.74
Denmark,2002 Chevy Corvette,2003,2826.9
Denmark,2001 Ferrari Enzo,2003,8434.52
Denmark,1999 Yamaha Speed Boat,2003,0
Denmark,1999 Indy 500 Monte Carlo SS,2003,2884.2
Denmark,1998 Chrysler Plymouth Prowler,2003,0
Denmark,1995 Honda Civic,2003,6691.68
Denmark,1993 Mazda RX-7,2003,3408.16
Denmark,1992 Porsche Cayenne Turbo Silver,2003,0
Denmark,1980s Black Hawk Helicopter,2003,0
Denmark,1976 Ford Gran Torino,2003,0
Denmark,1972 Alfa Romeo GTA,2003,6392
Denmark,1971 Alpine Renault 1600s,2003,0
Denmark,1970 Triumph Spitfire,2003,0
Denmark,1970 Plymouth Hemi Cuda,2003,0
Denmark,1970 Dodge Coronet,2003,0
Denmark,1970 Chevy Chevelle SS 454,2003,2719.13
Denmark,1969 Ford Falcon,2003,4114.52
Denmark,1969 Dodge Super Bee,2003,0
Denmark,1969 Corvair Monza,2003,0
Denmark,1969 Chevrolet Camaro Z28,2003,1455.4
Denmark,1968 Ford Mustang,2003,0
Denmark,1968 Dodge Charger,2003,0
Denmark,1966 Shelby Cobra 427 S/C,2003,1087.67
Denmark,1965 Aston Martin DB5,2003,4387.72
Denmark,1962 City of Detroit Streetcar,2003,0
Denmark,1961 Chevrolet Impala,2003,0
Denmark,1958 Chevy Corvette Limited Edition,2003,0
Denmark,1957 Ford Thunderbird,2003,1568
Denmark,1957 Corvette Convertible,2003,0
Denmark,1957 Chevy Pickup,2003,0
Denmark,1952 Citroen-15CV,2003,2701
Denmark,1950's Chicago Surface Lines Streetcar,2003,0
Denmark,1949 Jaguar XK 120,2003,1653.8
Denmark,1948 Porsche Type 356 Roadster,2003,4780.8
Denmark,1940 Ford Delivery Sedan,2003,3773.5
Denmark,1937 Lincoln Berline,2003,0
Denmark,1936 Mercedes-Benz 500K Special Roadster,2003,0
Denmark,1912 Ford Model T Delivery Wagon,2003,3232.24
Denmark,1904 Buick Runabout,2003,3094.68
Denmark,1903 Ford Model A,2003,3004.98
Denmark,18th century schooner,2003,5072.71
Finland,The USS Constitution Ship,2005,2844.99
Finland,The Titanic,2005,3201.44
Finland,The Schooner Bluenose,2005,2552
Finland,The Queen Mary,2005,3086.54
Finland,Pont Yacht,2005,1393.45
Finland,HMS Bounty,2005,2462.08
Finland,F/A 18 Hornet 1/72,2005,0
Finland,Diamond T620 Semi-Skirted Tanker,2005,0
Finland,Corsair F4U ( Bird Cage),2005,2421.9
Finland,Boeing X-32A JSF,2005,1105
Finland,American Airlines: MD-11S,2005,3064.95
Finland,America West Airlines B757-200,2005,0
Finland,2003 Harley-Davidson Eagle Drag Bike,2005,0
Finland,2002 Yamaha YZR M1,2005,0
Finland,2002 Suzuki XREO,2005,0
Finland,2001 Ferrari Enzo,2005,0
Finland,1999 Yamaha Speed Boat,2005,1665.4
Finland,1998 Chrysler Plymouth Prowler,2005,0
Finland,1997 BMW R 1100 S,2005,0
Finland,1997 BMW F650 ST,2005,4645
Finland,1995 Honda Civic,2005,4506.48
Finland,1993 Mazda RX-7,2005,4359.6
Finland,1992 Porsche Cayenne Turbo Silver,2005,0
Finland,1992 Ferrari 360 Spider red,2005,5613.66
Finland,1982 Lamborghini Diablo,2005,0
Finland,1982 Ducati 996 R,2005,0
Finland,1982 Ducati 900 Monster,2005,2412.3
Finland,1980s Black Hawk Helicopter,2005,4018
Finland,1980’s GM Manhattan Express,2005,0
Finland,1976 Ford Gran Torino,2005,2998.56
Finland,1974 Ducati 350 Mk3 Desmo,2005,0
Finland,1972 Alfa Romeo GTA,2005,4614.48
Finland,1971 Alpine Renault 1600s,2005,1093.05
Finland,1970 Triumph Spitfire,2005,0
Finland,1970 Plymouth Hemi Cuda,2005,3903.98
Finland,1970 Dodge Coronet,2005,0
Finland,1969 Harley Davidson Ultimate Chopper,2005,0
Finland,1969 Ford Falcon,2005,0
Finland,1969 Dodge Super Bee,2005,3180.9
Finland,1969 Dodge Charger,2005,10410.44
Finland,1969 Corvair Monza,2005,0
Finland,1968 Ford Mustang,2005,5971.35
Finland,1968 Dodge Charger,2005,3633.58
Finland,1964 Mercedes Tour Bus,2005,0
Finland,1962 Volkswagen Microbus,2005,0
Finland,1962 City of Detroit Streetcar,2005,0
Finland,1961 Chevrolet Impala,2005,3267.57
Finland,1960 BSA Gold Star DBD34,2005,1471.68
Finland,1958 Chevy Corvette Limited Edition,2005,0
Finland,1957 Vespa GS150,2005,1671.04
Finland,1957 Corvette Convertible,2005,3458
Finland,1957 Chevy Pickup,2005,0
Finland,1956 Porsche 356A Coupe,2005,3526.25
Finland,1954 Greyhound Scenicruiser,2005,0
Finland,1950's Chicago Surface Lines Streetcar,2005,0
Finland,1948 Porsche 356-A Roadster,2005,3264.8
Finland,1941 Chevrolet Special Deluxe Cabriolet,2005,4976
Finland,1940 Ford Delivery Sedan,2005,1928.78
Finland,1937 Horch 930V Limousine,2005,2480.32
Finland,1926 Ford Fire Engine,2005,0
Finland,1912 Ford Model T Delivery Wagon,2005,2716.23
Finland,1900s Vintage Bi-Plane,2005,2238.96
Finland,The USS Constitution Ship,2004,0
Finland,The Titanic,2004,0
Finland,The Schooner Bluenose,2004,0
Finland,The Queen Mary,2004,0
Finland,Pont Yacht,2004,0
Finland,HMS Bounty,2004,0
Finland,F/A 18 Hornet 1/72,2004,0
Finland,Diamond T620 Semi-Skirted Tanker,2004,0
Finland,Corsair F4U ( Bird Cage),2004,0
Finland,Boeing X-32A JSF,2004,0
Finland,American Airlines: MD-11S,2004,0
Finland,America West Airlines B757-200,2004,0
Finland,2003 Harley-Davidson Eagle Drag Bike,2004,4773.69
Finland,2002 Yamaha YZR M1,2004,3400.76
Finland,2002 Suzuki XREO,2004,2964.24
Finland,2001 Ferrari Enzo,2004,8594.52
Finland,1999 Yamaha Speed Boat,2004,0
Finland,1998 Chrysler Plymouth Prowler,2004,0
Finland,1997 BMW R 1100 S,2004,5032.29
Finland,1997 BMW F650 ST,2004,0
Finland,1995 Honda Civic,2004,0
Finland,1993 Mazda RX-7,2004,0
Finland,1992 Porsche Cayenne Turbo Silver,2004,0
Finland,1992 Ferrari 360 Spider red,2004,6367.09
Finland,1982 Lamborghini Diablo,2004,649.4
Finland,1982 Ducati 996 R,2004,869.04
Finland,1982 Ducati 900 Monster,2004,1942.71
Finland,1980s Black Hawk Helicopter,2004,0
Finland,1980’s GM Manhattan Express,2004,0
Finland,1976 Ford Gran Torino,2004,0
Finland,1974 Ducati 350 Mk3 Desmo,2004,3218.6
Finland,1972 Alfa Romeo GTA,2004,0
Finland,1971 Alpine Renault 1600s,2004,0
Finland,1970 Triumph Spitfire,2004,6893.76
Finland,1970 Plymouth Hemi Cuda,2004,0
Finland,1970 Dodge Coronet,2004,0
Finland,1969 Harley Davidson Ultimate Chopper,2004,1760.88
Finland,1969 Ford Falcon,2004,4531.41
Finland,1969 Dodge Super Bee,2004,0
Finland,1969 Dodge Charger,2004,2103.99
Finland,1969 Corvair Monza,2004,3512.5
Finland,1968 Ford Mustang,2004,0
Finland,1968 Dodge Charger,2004,0
Finland,1964 Mercedes Tour Bus,2004,0
Finland,1962 Volkswagen Microbus,2004,0
Finland,1962 City of Detroit Streetcar,2004,2525.95
Finland,1961 Chevrolet Impala,2004,2121.28
Finland,1960 BSA Gold Star DBD34,2004,0
Finland,1958 Chevy Corvette Limited Edition,2004,0
Finland,1957 Vespa GS150,2004,2424.63
Finland,1957 Corvette Convertible,2004,5832.96
Finland,1957 Chevy Pickup,2004,0
Finland,1956 Porsche 356A Coupe,2004,3868.89
Finland,1954 Greyhound Scenicruiser,2004,0
Finland,1950's Chicago Surface Lines Streetcar,2004,2336.4
Finland,1948 Porsche 356-A Roadster,2004,3223.22
Finland,1941 Chevrolet Special Deluxe Cabriolet,2004,0
Finland,1940 Ford Delivery Sedan,2004,0
Finland,1937 Horch 930V Limousine,2004,0
Finland,1926 Ford Fire Engine,2004,0
Finland,1912 Ford Model T Delivery Wagon,2004,0
Finland,1900s Vintage Bi-Plane,2004,0
Finland,The USS Constitution Ship,2003,0
Finland,The Titanic,2003,0
Finland,The Schooner Bluenose,2003,0
Finland,The Queen Mary,2003,0
Finland,Pont Yacht,2003,0
Finland,HMS Bounty,2003,2867.52
Finland,F/A 18 Hornet 1/72,2003,3302.4
Finland,Diamond T620 Semi-Skirted Tanker,2003,7005.54
Finland,Corsair F4U ( Bird Cage),2003,2582.36
Finland,Boeing X-32A JSF,2003,1671.44
Finland,American Airlines: MD-11S,2003,3094.52
Finland,America West Airlines B757-200,2003,1755
Finland,2003 Harley-Davidson Eagle Drag Bike,2003,0
Finland,2002 Yamaha YZR M1,2003,0
Finland,2002 Suzuki XREO,2003,0
Finland,2001 Ferrari Enzo,2003,0
Finland,1999 Yamaha Speed Boat,2003,3671.36
Finland,1998 Chrysler Plymouth Prowler,2003,12805.55
Finland,1997 BMW R 1100 S,2003,0
Finland,1997 BMW F650 ST,2003,0
Finland,1995 Honda Civic,2003,0
Finland,1993 Mazda RX-7,2003,0
Finland,1992 Porsche Cayenne Turbo Silver,2003,4163.6
Finland,1992 Ferrari 360 Spider red,2003,8414.61
Finland,1982 Lamborghini Diablo,2003,0
Finland,1982 Ducati 996 R,2003,0
Finland,1982 Ducati 900 Monster,2003,0
Finland,1980s Black Hawk Helicopter,2003,5273.26
Finland,1980’s GM Manhattan Express,2003,2288.25
Finland,1976 Ford Gran Torino,2003,0
Finland,1974 Ducati 350 Mk3 Desmo,2003,0
Finland,1972 Alfa Romeo GTA,2003,4134.4
Finland,1971 Alpine Renault 1600s,2003,0
Finland,1970 Triumph Spitfire,2003,0
Finland,1970 Plymouth Hemi Cuda,2003,0
Finland,1970 Dodge Coronet,2003,1017.2
Finland,1969 Harley Davidson Ultimate Chopper,2003,0
Finland,1969 Ford Falcon,2003,0
Finland,1969 Dodge Super Bee,2003,0
Finland,1969 Dodge Charger,2003,0
Finland,1969 Corvair Monza,2003,0
Finland,1968 Ford Mustang,2003,0
Finland,1968 Dodge Charger,2003,0
Finland,1964 Mercedes Tour Bus,2003,10077.45
Finland,1962 Volkswagen Microbus,2003,4615.8
Finland,1962 City of Detroit Streetcar,2003,0
Finland,1961 Chevrolet Impala,2003,0
Finland,1960 BSA Gold Star DBD34,2003,0
Finland,1958 Chevy Corvette Limited Edition,2003,1556.28
Finland,1957 Vespa GS150,2003,0
Finland,1957 Corvette Convertible,2003,0
Finland,1957 Chevy Pickup,2003,5172.75
Finland,1956 Porsche 356A Coupe,2003,0
Finland,1954 Greyhound Scenicruiser,2003,3047.61
Finland,1950's Chicago Surface Lines Streetcar,2003,0
Finland,1948 Porsche 356-A Roadster,2003,0
Finland,1941 Chevrolet Special Deluxe Cabriolet,2003,3070.23
Finland,1940 Ford Delivery Sedan,2003,2823.47
Finland,1937 Horch 930V Limousine,2003,1922.7
Finland,1926 Ford Fire Engine,2003,2275.26
Finland,1912 Ford Model T Delivery Wagon,2003,0
Finland,1900s Vintage Bi-Plane,2003,1433.82
France,The USS Constitution Ship,2005,1383.36
France,The Titanic,2005,4135.2
France,The Schooner Bluenose,2005,0
France,The Queen Mary,2005,2895.84
France,The Mayflower,2005,2217.28
France,Pont Yacht,2005,1800.64
France,P-51-D Mustang,2005,2814.86
France,HMS Bounty,2005,2704.68
France,F/A 18 Hornet 1/72,2005,5289.6
France,Diamond T620 Semi-Skirted Tanker,2005,4525.94
France,Corsair F4U ( Bird Cage),2005,2322.24
France,Collectable Wooden Train,2005,0
France,Boeing X-32A JSF,2005,1401.48
France,ATA: B757-300,2005,4808.92
France,American Airlines: MD-11S,2005,2238.84
France,American Airlines: B767-300,2005,6902.34
France,America West Airlines B757-200,2005,5297.93
France,2003 Harley-Davidson Eagle Drag Bike,2005,0
France,2002 Yamaha YZR M1,2005,3388.84
France,2002 Suzuki XREO,2005,7380.38
France,2002 Chevy Corvette,2005,0
France,2001 Ferrari Enzo,2005,6788.76
France,1999 Yamaha Speed Boat,2005,1975.12
France,1999 Indy 500 Monte Carlo SS,2005,0
France,1998 Chrysler Plymouth Prowler,2005,0
France,1997 BMW R 1100 S,2005,0
France,1997 BMW F650 ST,2005,3252.3
France,1996 Peterbilt 379 Stake Bed with Outrigger,2005,0
France,1996 Moto Guzzi 1100i,2005,5352.3
France,1995 Honda Civic,2005,0
France,1993 Mazda RX-7,2005,0
France,1992 Porsche Cayenne Turbo Silver,2005,0
France,1992 Ferrari 360 Spider red,2005,8103.15
France,1982 Lamborghini Diablo,2005,1756.86
France,1982 Ducati 996 R,2005,1834.56
France,1982 Ducati 900 Monster,2005,1205.2
France,1982 Camaro Z28,2005,0
France,1980s Black Hawk Helicopter,2005,4319.04
France,1980’s GM Manhattan Express,2005,0
France,1976 Ford Gran Torino,2005,0
France,1974 Ducati 350 Mk3 Desmo,2005,3974.95
France,1972 Alfa Romeo GTA,2005,4003.84
France,1971 Alpine Renault 1600s,2005,0
France,1970 Plymouth Hemi Cuda,2005,0
France,1970 Dodge Coronet,2005,0
France,1970 Chevy Chevelle SS 454,2005,0
France,1969 Harley Davidson Ultimate Chopper,2005,1607.76
France,1969 Ford Falcon,2005,0
France,1969 Dodge Super Bee,2005,0
France,1969 Dodge Charger,2005,11170.52
France,1969 Corvair Monza,2005,0
France,1969 Chevrolet Camaro Z28,2005,0
France,1968 Ford Mustang,2005,8317.8
France,1968 Dodge Charger,2005,0
France,1966 Shelby Cobra 427 S/C,2005,0
France,1965 Aston Martin DB5,2005,0
France,1964 Mercedes Tour Bus,2005,0
France,1962 Volkswagen Microbus,2005,0
France,1962 LanciaA Delta 16V,2005,0
France,1962 City of Detroit Streetcar,2005,2609.55
France,1961 Chevrolet Impala,2005,0
France,1960 BSA Gold Star DBD34,2005,5181.99
France,1958 Setra Bus,2005,0
France,1958 Chevy Corvette Limited Edition,2005,0
France,1957 Vespa GS150,2005,0
France,1957 Ford Thunderbird,2005,0
France,1957 Corvette Convertible,2005,0
France,1957 Chevy Pickup,2005,0
France,1956 Porsche 356A Coupe,2005,9712.04
France,1954 Greyhound Scenicruiser,2005,0
France,1952 Citroen-15CV,2005,0
France,1952 Alpine Renault 1300,2005,0
France,1950's Chicago Surface Lines Streetcar,2005,0
France,1949 Jaguar XK 120,2005,0
France,1948 Porsche Type 356 Roadster,2005,0
France,1948 Porsche 356-A Roadster,2005,4415.18
France,1941 Chevrolet Special Deluxe Cabriolet,2005,4144.95
France,1940s Ford truck,2005,0
France,1940 Ford Pickup Truck,2005,0
France,1940 Ford Delivery Sedan,2005,0
France,1939 Chevrolet Deluxe Coupe,2005,0
France,1939 Cadillac Limousine,2005,0
France,1938 Cadillac V-16 Presidential Limousine,2005,0
France,1937 Lincoln Berline,2005,0
France,1937 Horch 930V Limousine,2005,2079.1
France,1936 Mercedes-Benz 500K Special Roadster,2005,0
France,1936 Mercedes Benz 500k Roadster,2005,0
France,1936 Harley Davidson El Knucklehead,2005,3198.25
France,1936 Chrysler Airflow,2005,0
France,1934 Ford V8 Coupe,2005,0
France,1932 Model A Ford J-Coupe,2005,0
France,1932 Alfa Romeo 8C2300 Spider Sport,2005,0
France,1930 Buick Marquette Phaeton,2005,3677.94
France,1928 Mercedes-Benz SSK,2005,0
France,1928 Ford Phaeton Deluxe,2005,3965.28
France,1928 British Royal Navy Airplane,2005,4328.81
France,1926 Ford Fire Engine,2005,0
France,1917 Maxwell Touring Car,2005,0
France,1917 Grand Touring Sedan,2005,0
France,1913 Ford Model T Speedster,2005,0
France,1912 Ford Model T Delivery Wagon,2005,0
France,1911 Ford Town Car,2005,0
France,1904 Buick Runabout,2005,0
France,1903 Ford Model A,2005,0
France,1900s Vintage Tri-Plane,2005,5552.44
France,1900s Vintage Bi-Plane,2005,1688.12
France,18th Century Vintage Horse Carriage,2005,0
France,18th century schooner,2005,0
France,The USS Constitution Ship,2004,2926.06
France,The Titanic,2004,6595.19
France,The Schooner Bluenose,2004,4640.93
France,The Queen Mary,2004,6416.65
France,The Mayflower,2004,2944.8
France,Pont Yacht,2004,4070.9
France,P-51-D Mustang,2004,2454.2
France,HMS Bounty,2004,0
France,F/A 18 Hornet 1/72,2004,3096
France,Diamond T620 Semi-Skirted Tanker,2004,7108.38
France,Corsair F4U ( Bird Cage),2004,2378
France,Collectable Wooden Train,2004,6764.52
France,Boeing X-32A JSF,2004,0
France,ATA: B757-300,2004,4897.92
France,American Airlines: MD-11S,2004,1858.76
France,American Airlines: B767-300,2004,2747.52
France,America West Airlines B757-200,2004,3228.03
France,2003 Harley-Davidson Eagle Drag Bike,2004,5577.48
France,2002 Yamaha YZR M1,2004,12405.74
France,2002 Suzuki XREO,2004,10642.66
France,2002 Chevy Corvette,2004,2891.16
France,2001 Ferrari Enzo,2004,21546.95
France,1999 Yamaha Speed Boat,2004,0
France,1999 Indy 500 Monte Carlo SS,2004,8545.68
France,1998 Chrysler Plymouth Prowler,2004,7541.59
France,1997 BMW R 1100 S,2004,4957.74
France,1997 BMW F650 ST,2004,2067.7
France,1996 Peterbilt 379 Stake Bed with Outrigger,2004,1884.96
France,1996 Moto Guzzi 1100i,2004,6666.68
France,1995 Honda Civic,2004,3533.49
France,1993 Mazda RX-7,2004,5173.33
France,1992 Porsche Cayenne Turbo Silver,2004,5914.09
France,1992 Ferrari 360 Spider red,2004,0
France,1982 Lamborghini Diablo,2004,0
France,1982 Ducati 996 R,2004,5612.91
France,1982 Ducati 900 Monster,2004,6500.96
France,1982 Camaro Z28,2004,7564.02
France,1980s Black Hawk Helicopter,2004,0
France,1980’s GM Manhattan Express,2004,0
France,1976 Ford Gran Torino,2004,9835.08
France,1974 Ducati 350 Mk3 Desmo,2004,8706.22
France,1972 Alfa Romeo GTA,2004,5875.2
France,1971 Alpine Renault 1600s,2004,2527.68
France,1970 Plymouth Hemi Cuda,2004,2234.4
France,1970 Dodge Coronet,2004,2236.95
France,1970 Chevy Chevelle SS 454,2004,3353.44
France,1969 Harley Davidson Ultimate Chopper,2004,7388.47
France,1969 Ford Falcon,2004,17966.68
France,1969 Dodge Super Bee,2004,4056.55
France,1969 Dodge Charger,2004,0
France,1969 Corvair Monza,2004,7526.95
France,1969 Chevrolet Camaro Z28,2004,4953.24
France,1968 Ford Mustang,2004,7020.02
France,1968 Dodge Charger,2004,0
France,1966 Shelby Cobra 427 S/C,2004,2202.15
France,1965 Aston Martin DB5,2004,6451.02
France,1964 Mercedes Tour Bus,2004,0
France,1962 Volkswagen Microbus,2004,0
France,1962 LanciaA Delta 16V,2004,0
France,1962 City of Detroit Streetcar,2004,2925.95
France,1961 Chevrolet Impala,2004,6724.24
France,1960 BSA Gold Star DBD34,2004,1851
France,1958 Setra Bus,2004,10343.48
France,1958 Chevy Corvette Limited Edition,2004,0
France,1957 Vespa GS150,2004,8469.36
France,1957 Ford Thunderbird,2004,6271.24
France,1957 Corvette Convertible,2004,9428.02
France,1957 Chevy Pickup,2004,3647.62
France,1956 Porsche 356A Coupe,2004,0
France,1954 Greyhound Scenicruiser,2004,1636.2
France,1952 Citroen-15CV,2004,6659.93
France,1952 Alpine Renault 1300,2004,9467.68
France,1950's Chicago Surface Lines Streetcar,2004,3197.01
France,1949 Jaguar XK 120,2004,8157.32
France,1948 Porsche Type 356 Roadster,2004,5594.6
France,1948 Porsche 356-A Roadster,2004,0
France,1941 Chevrolet Special Deluxe Cabriolet,2004,0
France,1940s Ford truck,2004,0
France,1940 Ford Pickup Truck,2004,4883.82
France,1940 Ford Delivery Sedan,2004,0
France,1939 Chevrolet Deluxe Coupe,2004,3901.95
France,1939 Cadillac Limousine,2004,1505.18
France,1938 Cadillac V-16 Presidential Limousine,2004,6962.23
France,1937 Lincoln Berline,2004,9776.6
France,1937 Horch 930V Limousine,2004,0
France,1936 Mercedes-Benz 500K Special Roadster,2004,4274.14
France,1936 Mercedes Benz 500k Roadster,2004,941.76
France,1936 Harley Davidson El Knucklehead,2004,3865.57
France,1936 Chrysler Airflow,2004,2667.39
France,1934 Ford V8 Coupe,2004,1304.16
France,1932 Model A Ford J-Coupe,2004,14553.91
France,1932 Alfa Romeo 8C2300 Spider Sport,2004,7920.43
France,1930 Buick Marquette Phaeton,2004,1525.7
France,1928 Mercedes-Benz SSK,2004,15091.39
France,1928 Ford Phaeton Deluxe,2004,1637.16
France,1928 British Royal Navy Airplane,2004,2434.5
France,1926 Ford Fire Engine,2004,0
France,1917 Maxwell Touring Car,2004,6893.05
France,1917 Grand Touring Sedan,2004,17382.5
France,1913 Ford Model T Speedster,2004,4520.42
France,1912 Ford Model T Delivery Wagon,2004,3501.28
France,1911 Ford Town Car,2004,5477.74
France,1904 Buick Runabout,2004,6090.57
France,1903 Ford Model A,2004,9309.84
France,1900s Vintage Tri-Plane,2004,1819.26
France,1900s Vintage Bi-Plane,2004,0
France,18th Century Vintage Horse Carriage,2004,2341.56
France,18th century schooner,2004,8215.2
France,The USS Constitution Ship,2003,0
France,The Titanic,2003,0
France,The Schooner Bluenose,2003,0
France,The Queen Mary,2003,0
France,The Mayflower,2003,0
France,Pont Yacht,2003,0
France,P-51-D Mustang,2003,0
France,HMS Bounty,2003,2954.6
France,F/A 18 Hornet 1/72,2003,0
France,Diamond T620 Semi-Skirted Tanker,2003,0
France,Corsair F4U ( Bird Cage),2003,1924.5
France,Collectable Wooden Train,2003,0
France,Boeing X-32A JSF,2003,1876.95
France,ATA: B757-300,2003,0
France,American Airlines: MD-11S,2003,3064.95
France,American Airlines: B767-300,2003,0
France,America West Airlines B757-200,2003,2018.28
France,2003 Harley-Davidson Eagle Drag Bike,2003,12572.36
France,2002 Yamaha YZR M1,2003,4757.89
France,2002 Suzuki XREO,2003,14188.4
France,2002 Chevy Corvette,2003,0
